,ts_code,ann_date,nav_date,unit_nav,accum_nav,accum_div,net_asset,total_netasset,adj_nav,update_flag
754,161130.SZ,20210121,20201231,1.9848,1.9848,,735878480.79,735878480.79,1.9848,1
755,161130.SZ,20210101,20201230,1.9809,1.9809,,,,1.9809,0
756,161130.SZ,20201231,20201229,1.9844,1.9844,,,,1.9844,0
757,161130.SZ,20201230,20201228,1.9773,1.9773,,,,1.9773,0
758,161130.SZ,20201229,20201225,1.9617,1.9617,,,,1.9617,0
759,161130.SZ,20201226,20201224,1.9626,1.9626,,,,1.9626,0
760,161130.SZ,20201225,20201223,1.9601,1.9601,,,,1.9601,0
761,161130.SZ,20201224,20201222,1.9644,1.9644,,,,1.9644,0
762,161130.SZ,20201223,20201221,1.964,1.964,,,,1.964,0
763,161130.SZ,20201222,20201218,1.9655,1.9655,,,,1.9655,0
764,161130.SZ,20201219,20201217,1.9688,1.9688,,,,1.9688,0
765,161130.SZ,20201218,20201216,1.9565,1.9565,,,,1.9565,0
766,161130.SZ,20201217,20201215,1.9482,1.9482,,,,1.9482,0
767,161130.SZ,20201216,20201214,1.9265,1.9265,,,,1.9265,0
768,161130.SZ,20201215,20201211,1.9152,1.9152,,,,1.9152,0
769,161130.SZ,20201212,20201210,1.9212,1.9212,,,,1.9212,0
770,161130.SZ,20201211,20201209,1.9109,1.9109,,,,1.9109,0
771,161130.SZ,20201210,20201208,1.9508,1.9508,,,,1.9508,0
772,161130.SZ,20201209,20201207,1.9462,1.9462,,,,1.9462,0
773,161130.SZ,20201208,20201204,1.9406,1.9406,,,,1.9406,0
774,161130.SZ,20201205,20201203,1.934,1.934,,,,1.934,0
775,161130.SZ,20201204,20201202,1.9328,1.9328,,,,1.9328,0
776,161130.SZ,20201203,20201201,1.9415,1.9415,,,,1.9415,0
777,161130.SZ,20201202,20201130,1.9101,1.9101,,,,1.9101,0
778,161130.SZ,20201201,20201127,1.9079,1.9079,,,,1.9079,0
779,161130.SZ,20201128,20201126,1.8928,1.8928,,,,1.8928,0
780,161130.SZ,20201127,20201125,1.892,1.892,,,,1.892,0
781,161130.SZ,20201126,20201124,1.8829,1.8829,,,,1.8829,0
782,161130.SZ,20201125,20201123,1.8548,1.8548,,,,1.8548,0
783,161130.SZ,20201124,20201120,1.8568,1.8568,,,,1.8568,0
784,161130.SZ,20201121,20201119,1.8603,1.8603,,,,1.8603,0
785,161130.SZ,20201120,20201118,1.8499,1.8499,,,,1.8499,0
786,161130.SZ,20201119,20201117,1.8662,1.8662,,,,1.8662,0
787,161130.SZ,20201118,20201116,1.8794,1.8794,,,,1.8794,0
788,161130.SZ,20201117,20201113,1.8747,1.8747,,,,1.8747,0
789,161130.SZ,20201114,20201112,1.8568,1.8568,,,,1.8568,0
790,161130.SZ,20201113,20201111,1.8621,1.8621,,,,1.8621,0
791,161130.SZ,20201112,20201110,1.8178,1.8178,,,,1.8178,0
792,161130.SZ,20201111,20201109,1.855,1.855,,,,1.855,0
793,161130.SZ,20201110,20201106,1.8989,1.8989,,,,1.8989,0
794,161130.SZ,20201107,20201105,1.9126,1.9126,,,,1.9126,0
795,161130.SZ,20201106,20201104,1.8648,1.8648,,,,1.8648,0
796,161130.SZ,20201105,20201103,1.7956,1.7956,,,,1.7956,0
797,161130.SZ,20201104,20201102,1.7688,1.7688,,,,1.7688,0
798,161130.SZ,20201103,20201030,1.7687,1.7687,,,,1.7687,0
799,161130.SZ,20201031,20201029,1.8143,1.8143,,,,1.8143,0
800,161130.SZ,20201030,20201028,1.7811,1.7811,,,,1.7811,0
801,161130.SZ,20201029,20201027,1.8449,1.8449,,,,1.8449,0
802,161130.SZ,20201028,20201026,1.8239,1.8239,,,,1.8239,0
803,161130.SZ,20201027,20201023,1.8518,1.8518,,,,1.8518,0
804,161130.SZ,20201024,20201022,1.8437,1.8437,,,,1.8437,0
805,161130.SZ,20201023,20201021,1.8501,1.8501,,,,1.8501,0
806,161130.SZ,20201022,20201020,1.8557,1.8557,,,,1.8557,0
807,161130.SZ,20201021,20201019,1.8514,1.8514,,,,1.8514,0
808,161130.SZ,20201020,20201016,1.8925,1.8925,,,,1.8925,0
809,161130.SZ,20201017,20201015,1.9008,1.9008,,,,1.9008,0
810,161130.SZ,20201016,20201014,1.9167,1.9167,,,,1.9167,0
811,161130.SZ,20201015,20201013,1.9269,1.9269,,,,1.9269,0
812,161130.SZ,20201014,20201012,1.9232,1.9232,,,,1.9232,0
813,161130.SZ,20201013,20201009,1.886,1.886,,,,1.886,0
814,161130.SZ,20201010,20200930,1.8476,1.8476,,,,1.8476,0
815,161130.SZ,20201028,20200930,1.8476,1.8476,,684178313.99,684178313.99,1.8476,1
816,161130.SZ,20201001,20200929,1.835,1.835,,,,1.835,0
817,161130.SZ,20200930,20200928,1.8433,1.8433,,,,1.8433,0
818,161130.SZ,20200929,20200925,1.8075,1.8075,,,,1.8075,0
819,161130.SZ,20200926,20200924,1.7663,1.7663,,,,1.7663,0
820,161130.SZ,20200925,20200923,1.7556,1.7556,,,,1.7556,0
821,161130.SZ,20200924,20200922,1.807,1.807,,,,1.807,0
822,161130.SZ,20200923,20200921,1.7691,1.7691,,,,1.7691,0
823,161130.SZ,20200922,20200918,1.7623,1.7623,,,,1.7623,0
824,161130.SZ,20200919,20200917,1.7861,1.7861,,,,1.7861,0
825,161130.SZ,20200918,20200916,1.8151,1.8151,,,,1.8151,0
826,161130.SZ,20200917,20200915,1.8543,1.8543,,,,1.8543,0
827,161130.SZ,20200916,20200914,1.833,1.833,,,,1.833,0
828,161130.SZ,20200915,20200911,1.8047,1.8047,,,,1.8047,0
829,161130.SZ,20200912,20200910,1.8137,1.8137,,,,1.8137,0
830,161130.SZ,20200911,20200909,1.8531,1.8531,,,,1.8531,0
831,161130.SZ,20200910,20200908,1.8022,1.8022,,,,1.8022,0
832,161130.SZ,20200909,20200907,1.8833,1.8833,,,,1.8833,0
833,161130.SZ,20200908,20200904,1.8828,1.8828,,,,1.8828,0
834,161130.SZ,20200905,20200903,1.9036,1.9036,,,,1.9036,0
835,161130.SZ,20200904,20200902,2.0001,2.0001,,,,2.0001,0
836,161130.SZ,20200903,20200901,1.9848,1.9848,,,,1.9848,0
837,161130.SZ,20200902,20200831,1.9607,1.9607,,,,1.9607,0
838,161130.SZ,20200901,20200828,1.9516,1.9516,,,,1.9516,0
839,161130.SZ,20200829,20200827,1.9413,1.9413,,,,1.9413,0
840,161130.SZ,20200828,20200826,1.9533,1.9533,,,,1.9533,0
841,161130.SZ,20200827,20200825,1.9172,1.9172,,,,1.9172,0
842,161130.SZ,20200826,20200824,1.9026,1.9026,,,,1.9026,0
843,161130.SZ,20200825,20200821,1.8893,1.8893,,,,1.8893,0
844,161130.SZ,20200822,20200820,1.8817,1.8817,,,,1.8817,0
845,161130.SZ,20200821,20200819,1.8541,1.8541,,,,1.8541,0
846,161130.SZ,20200820,20200818,1.8705,1.8705,,,,1.8705,0
847,161130.SZ,20200819,20200817,1.8542,1.8542,,,,1.8542,0
848,161130.SZ,20200818,20200814,1.8361,1.8361,,,,1.8361,0
849,161130.SZ,20200815,20200813,1.8389,1.8389,,,,1.8389,0
850,161130.SZ,20200814,20200812,1.8399,1.8399,,,,1.8399,0
851,161130.SZ,20200813,20200811,1.7983,1.7983,,,,1.7983,0
852,161130.SZ,20200812,20200810,1.8298,1.8298,,,,1.8298,0
853,161130.SZ,20200811,20200807,1.832,1.832,,,,1.832,0
854,161130.SZ,20200808,20200806,1.8524,1.8524,,,,1.8524,0
855,161130.SZ,20200807,20200805,1.8382,1.8382,,,,1.8382,0
856,161130.SZ,20200806,20200804,1.835,1.835,,,,1.835,0
857,161130.SZ,20200805,20200803,1.8331,1.8331,,,,1.8331,0
858,161130.SZ,20200804,20200731,1.8061,1.8061,,,,1.8061,0
859,161130.SZ,20200801,20200730,1.7775,1.7775,,,,1.7775,0
860,161130.SZ,20200731,20200729,1.7707,1.7707,,,,1.7707,0
861,161130.SZ,20200730,20200728,1.7481,1.7481,,,,1.7481,0
862,161130.SZ,20200729,20200727,1.7742,1.7742,,,,1.7742,0
863,161130.SZ,20200728,20200724,1.7416,1.7416,,,,1.7416,0
864,161130.SZ,20200725,20200723,1.7566,1.7566,,,,1.7566,0
865,161130.SZ,20200724,20200722,1.7977,1.7977,,,,1.7977,0
866,161130.SZ,20200723,20200721,1.7956,1.7956,,,,1.7956,0
867,161130.SZ,20200722,20200720,1.8162,1.8162,,,,1.8162,0
868,161130.SZ,20200721,20200717,1.769,1.769,,,,1.769,0
869,161130.SZ,20200718,20200716,1.7627,1.7627,,,,1.7627,0
870,161130.SZ,20200717,20200715,1.7767,1.7767,,,,1.7767,0
871,161130.SZ,20200716,20200714,1.7752,1.7752,,,,1.7752,0
872,161130.SZ,20200715,20200713,1.7605,1.7605,,,,1.7605,0
873,161130.SZ,20200714,20200710,1.7972,1.7972,,,,1.7972,0
874,161130.SZ,20200711,20200709,1.788,1.788,,,,1.788,0
875,161130.SZ,20200710,20200708,1.7772,1.7772,,,,1.7772,0
876,161130.SZ,20200709,20200707,1.757,1.757,,,,1.757,0
877,161130.SZ,20200708,20200706,1.7789,1.7789,,,,1.7789,0
878,161130.SZ,20200707,20200703,1.7364,1.7364,,,,1.7364,0
879,161130.SZ,20200704,20200702,1.7346,1.7346,,,,1.7346,0
880,161130.SZ,20200703,20200701,1.7279,1.7279,,,,1.7279,0
881,161130.SZ,20200702,20200630,1.7105,1.7105,,,,1.7105,0
882,161130.SZ,20200721,20200630,1.7105,1.7105,,625555309.93,625555309.93,1.7105,1
883,161130.SZ,20200701,20200629,1.6795,1.6795,,,,1.6795,0
884,161130.SZ,20200630,20200624,1.6801,1.6801,,,,1.6801,0
885,161130.SZ,20200625,20200623,1.7163,1.7163,,,,1.7163,0
886,161130.SZ,20200624,20200622,1.7084,1.7084,,,,1.7084,0
887,161130.SZ,20200623,20200619,1.6902,1.6902,,,,1.6902,0
888,161130.SZ,20200620,20200618,1.6905,1.6905,,,,1.6905,0
889,161130.SZ,20200619,20200617,1.6851,1.6851,,,,1.6851,0
890,161130.SZ,20200618,20200616,1.677,1.677,,,,1.677,0
891,161130.SZ,20200617,20200615,1.6528,1.6528,,,,1.6528,0
892,161130.SZ,20200616,20200612,1.6336,1.6336,,,,1.6336,0
893,161130.SZ,20200613,20200611,1.6154,1.6154,,,,1.6154,0
894,161130.SZ,20200612,20200610,1.699,1.699,,,,1.699,0
895,161130.SZ,20200611,20200609,1.6789,1.6789,,,,1.6789,0
896,161130.SZ,20200610,20200608,1.6726,1.6726,,,,1.6726,0
897,161130.SZ,20200609,20200605,1.6622,1.6622,,,,1.6622,0
898,161130.SZ,20200606,20200604,1.632,1.632,,,,1.632,0
899,161130.SZ,20200605,20200603,1.6453,1.6453,,,,1.6453,0
900,161130.SZ,20200604,20200602,1.6398,1.6398,,,,1.6398,0
901,161130.SZ,20200603,20200601,1.6336,1.6336,,,,1.6336,0
902,161130.SZ,20200602,20200529,1.6267,1.6267,,,,1.6267,0
903,161130.SZ,20200530,20200528,1.6034,1.6034,,,,1.6034,0
904,161130.SZ,20200529,20200527,1.6031,1.6031,,,,1.6031,0
905,161130.SZ,20200528,20200526,1.5991,1.5991,,,,1.5991,0
906,161130.SZ,20200527,20200525,1.6011,1.6011,,,,1.6011,0
907,161130.SZ,20200526,20200522,1.595,1.595,,,,1.595,0
908,161130.SZ,20200523,20200521,1.5877,1.5877,,,,1.5877,0
909,161130.SZ,20200522,20200520,1.607,1.607,,,,1.607,0
910,161130.SZ,20200521,20200519,1.5751,1.5751,,,,1.5751,0
911,161130.SZ,20200520,20200518,1.583,1.583,,,,1.583,0
912,161130.SZ,20200519,20200515,1.5514,1.5514,,,,1.5514,0
913,161130.SZ,20200516,20200514,1.5423,1.5423,,,,1.5423,0
914,161130.SZ,20200515,20200513,1.5255,1.5255,,,,1.5255,0
915,161130.SZ,20200514,20200512,1.5444,1.5444,,,,1.5444,0
916,161130.SZ,20200513,20200511,1.5713,1.5713,,,,1.5713,0
917,161130.SZ,20200512,20200508,1.5594,1.5594,,,,1.5594,0
918,161130.SZ,20200509,20200507,1.5431,1.5431,,,,1.5431,0
919,161130.SZ,20200508,20200506,1.5189,1.5189,,,,1.5189,0
920,161130.SZ,20200507,20200430,1.519,1.519,,,,1.519,0
921,161130.SZ,20200501,20200429,1.5192,1.5192,,,,1.5192,0
922,161130.SZ,20200430,20200428,1.47,1.47,,,,1.47,0
923,161130.SZ,20200429,20200427,1.4953,1.4953,,,,1.4953,0
924,161130.SZ,20200428,20200424,1.489,1.489,,,,1.489,0
925,161130.SZ,20200425,20200423,1.4671,1.4671,,,,1.4671,0
926,161130.SZ,20200424,20200422,1.4713,1.4713,,,,1.4713,0
927,161130.SZ,20200423,20200421,1.4262,1.4262,,,,1.4262,0
928,161130.SZ,20200422,20200420,1.4764,1.4764,,,,1.4764,0
929,161130.SZ,20200421,20200417,1.495,1.495,,,,1.495,0
930,161130.SZ,20200418,20200416,1.483,1.483,,,,1.483,0
931,161130.SZ,20200417,20200415,1.4505,1.4505,,,,1.4505,0
932,161130.SZ,20200416,20200414,1.4666,1.4666,,,,1.4666,0
933,161130.SZ,20200415,20200413,1.4064,1.4064,,,,1.4064,0
934,161130.SZ,20200414,20200410,1.392,1.392,,,,1.392,0
935,161130.SZ,20200411,20200409,1.3955,1.3955,,,,1.3955,0
936,161130.SZ,20200410,20200408,1.3927,1.3927,,,,1.3927,0
937,161130.SZ,20200409,20200407,1.3716,1.3716,,,,1.3716,0
938,161130.SZ,20200408,20200403,1.2908,1.2908,,,,1.2908,0
939,161130.SZ,20200404,20200402,1.3063,1.3063,,,,1.3063,0
940,161130.SZ,20200403,20200401,1.2779,1.2779,,,,1.2779,0
941,161130.SZ,20200402,20200331,1.333,1.333,,,,1.333,0
942,161130.SZ,20200421,20200331,1.333,1.333,,570658026.3,570658026.3,1.333,1
943,161130.SZ,20200401,20200330,1.3377,1.3377,,,,1.3377,0
944,161130.SZ,20200331,20200327,1.2884,1.2884,,,,1.2884,0
945,161130.SZ,20200328,20200326,1.3422,1.3422,,,,1.3422,0
946,161130.SZ,20200327,20200325,1.2741,1.2741,,,,1.2741,0
947,161130.SZ,20200326,20200324,1.2926,1.2926,,,,1.2926,0
948,161130.SZ,20200325,20200323,1.2003,1.2003,,,,1.2003,0
949,161130.SZ,20200324,20200320,1.2011,1.2011,,,,1.2011,0
950,161130.SZ,20200321,20200319,1.2419,1.2419,,,,1.2419,0
951,161130.SZ,20200320,20200318,1.2193,1.2193,,,,1.2193,0
952,161130.SZ,20200319,20200317,1.2659,1.2659,,,,1.2659,0
953,161130.SZ,20200318,20200316,1.1892,1.1892,,,,1.1892,0
954,161130.SZ,20200317,20200313,1.3587,1.3587,,,,1.3587,0
955,161130.SZ,20200314,20200312,1.2247,1.2247,,,,1.2247,0
956,161130.SZ,20200313,20200311,1.3522,1.3522,,,,1.3522,0
957,161130.SZ,20200312,20200310,1.41,1.41,,,,1.41,0
958,161130.SZ,20200311,20200309,1.3395,1.3395,,,,1.3395,0
959,161130.SZ,20200310,20200306,1.4359,1.4359,,,,1.4359,0
960,161130.SZ,20200307,20200305,1.461,1.461,,,,1.461,0
961,161130.SZ,20200306,20200304,1.5094,1.5094,,,,1.5094,0
962,161130.SZ,20200305,20200303,1.4525,1.4525,,,,1.4525,0
963,161130.SZ,20200304,20200302,1.5027,1.5027,,,,1.5027,0
964,161130.SZ,20200303,20200228,1.4385,1.4385,,,,1.4385,0
965,161130.SZ,20200229,20200227,1.4365,1.4365,,,,1.4365,0
966,161130.SZ,20200228,20200226,1.5091,1.5091,,,,1.5091,0
967,161130.SZ,20200227,20200225,1.5053,1.5053,,,,1.5053,0
968,161130.SZ,20200226,20200224,1.5463,1.5463,,,,1.5463,0
969,161130.SZ,20200225,20200221,1.606,1.606,,,,1.606,0
970,161130.SZ,20200222,20200220,1.6314,1.6314,,,,1.6314,0
971,161130.SZ,20200221,20200219,1.6469,1.6469,,,,1.6469,0
972,161130.SZ,20200220,20200218,1.6299,1.6299,,,,1.6299,0
973,161130.SZ,20200219,20200217,1.6287,1.6287,,,,1.6287,0
974,161130.SZ,20200218,20200214,1.6298,1.6298,,,,1.6298,0
975,161130.SZ,20200215,20200213,1.6254,1.6254,,,,1.6254,0
976,161130.SZ,20200214,20200212,1.6266,1.6266,,,,1.6266,0
977,161130.SZ,20200213,20200211,1.6151,1.6151,,,,1.6151,0
978,161130.SZ,20200212,20200210,1.6145,1.6145,,,,1.6145,0
979,161130.SZ,20200211,20200207,1.595,1.595,,,,1.595,0
980,161130.SZ,20200208,20200206,1.606,1.606,,,,1.606,0
981,161130.SZ,20200207,20200205,1.5902,1.5902,,,,1.5902,0
982,161130.SZ,20200206,20200204,1.5835,1.5835,,,,1.5835,0
983,161130.SZ,20200205,20200203,1.537,1.537,,,,1.537,0
984,161130.SZ,20200204,20200123,1.545,1.545,,,,1.545,0
985,161130.SZ,20200124,20200122,1.5396,1.5396,,,,1.5396,0
986,161130.SZ,20200123,20200121,1.5309,1.5309,,,,1.5309,0
987,161130.SZ,20200122,20200120,1.5335,1.5335,,,,1.5335,0
988,161130.SZ,20200121,20200117,1.5382,1.5382,,,,1.5382,0
989,161130.SZ,20200118,20200116,1.5287,1.5287,,,,1.5287,0
990,161130.SZ,20200117,20200115,1.5152,1.5152,,,,1.5152,0
991,161130.SZ,20200116,20200114,1.5171,1.5171,,,,1.5171,0
992,161130.SZ,20200115,20200113,1.5295,1.5295,,,,1.5295,0
993,161130.SZ,20200114,20200110,1.5145,1.5145,,,,1.5145,0
994,161130.SZ,20200111,20200109,1.5214,1.5214,,,,1.5214,0
995,161130.SZ,20200110,20200108,1.5078,1.5078,,,,1.5078,0
996,161130.SZ,20200109,20200107,1.5018,1.5018,,,,1.5018,0
997,161130.SZ,20200108,20200106,1.5026,1.5026,,,,1.5026,0
998,161130.SZ,20200107,20200103,1.4934,1.4934,,,,1.4934,0
999,161130.SZ,20200104,20200102,1.5047,1.5047,,,,1.5047,0
1000,161130.SZ,20200103,20191231,1.4852,1.4852,,,,1.4852,0
1001,161130.SZ,20200118,20191231,1.4852,1.4852,,149041808.14,149041808.14,1.4852,1
1002,161130.SZ,20200101,20191230,1.4824,1.4824,,,,1.4824,0
1003,161130.SZ,20191231,20191227,1.4941,1.4941,,,,1.4941,0
1004,161130.SZ,20191228,20191226,1.4939,1.4939,,,,1.4939,0
1005,161130.SZ,20191227,20191225,1.4868,1.4868,,,,1.4868,0
1006,161130.SZ,20191226,20191224,1.4879,1.4879,,,,1.4879,0
1007,161130.SZ,20191225,20191223,1.4873,1.4873,,,,1.4873,0
1008,161130.SZ,20191224,20191220,1.4829,1.4829,,,,1.4829,0
1009,161130.SZ,20191221,20191219,1.4767,1.4767,,,,1.4767,0
1010,161130.SZ,20191220,20191218,1.4658,1.4658,,,,1.4658,0
1011,161130.SZ,20191219,20191217,1.465,1.465,,,,1.465,0
1012,161130.SZ,20191218,20191216,1.4631,1.4631,,,,1.4631,0
1013,161130.SZ,20191217,20191213,1.4544,1.4544,,,,1.4544,0
1014,161130.SZ,20191214,20191212,1.4528,1.4528,,,,1.4528,0
1015,161130.SZ,20191213,20191211,1.4446,1.4446,,,,1.4446,0
1016,161130.SZ,20191212,20191210,1.437,1.437,,,,1.437,0
1017,161130.SZ,20191211,20191209,1.4384,1.4384,,,,1.4384,0
1018,161130.SZ,20191210,20191206,1.4441,1.4441,,,,1.4441,0
1019,161130.SZ,20191207,20191205,1.4321,1.4321,,,,1.4321,0
1020,161130.SZ,20191206,20191204,1.4272,1.4272,,,,1.4272,0
1021,161130.SZ,20191205,20191203,1.4171,1.4171,,,,1.4171,0
1022,161130.SZ,20191204,20191202,1.427,1.427,,,,1.427,0
1023,161130.SZ,20191203,20191129,1.4434,1.4434,,,,1.4434,0
1024,161130.SZ,20191130,20191128,1.4499,1.4499,,,,1.4499,0
1025,161130.SZ,20191129,20191127,1.4515,1.4515,,,,1.4515,0
1026,161130.SZ,20191128,20191126,1.4415,1.4415,,,,1.4415,0
1027,161130.SZ,20191127,20191125,1.4402,1.4402,,,,1.4402,0
1028,161130.SZ,20191126,20191122,1.4221,1.4221,,,,1.4221,0
1029,161130.SZ,20191123,20191121,1.4194,1.4194,,,,1.4194,0
1030,161130.SZ,20191122,20191120,1.4203,1.4203,,,,1.4203,0
1031,161130.SZ,20191121,20191119,1.4272,1.4272,,,,1.4272,0
1032,161130.SZ,20191120,20191118,1.4258,1.4258,,,,1.4258,0
1033,161130.SZ,20191119,20191115,1.4248,1.4248,,,,1.4248,0
1034,161130.SZ,20191116,20191114,1.4151,1.4151,,,,1.4151,0
1035,161130.SZ,20191115,20191113,1.4142,1.4142,,,,1.4142,0
1036,161130.SZ,20191114,20191112,1.4142,1.4142,,,,1.4142,0
1037,161130.SZ,20191113,20191111,1.4096,1.4096,,,,1.4096,0
1038,161130.SZ,20191112,20191108,1.4122,1.4122,,,,1.4122,0
1039,161130.SZ,20191109,20191107,1.4075,1.4075,,,,1.4075,0
1040,161130.SZ,20191108,20191106,1.4045,1.4045,,,,1.4045,0
1041,161130.SZ,20191107,20191105,1.4125,1.4125,,,,1.4125,0
1042,161130.SZ,20191106,20191104,1.4126,1.4126,,,,1.4126,0
1043,161130.SZ,20191105,20191101,1.4056,1.4056,,,,1.4056,0
1044,161130.SZ,20191102,20191031,1.3946,1.3946,,,,1.3946,0
1045,161130.SZ,20191101,20191030,1.3954,1.3954,,,,1.3954,0
1046,161130.SZ,20191031,20191029,1.3899,1.3899,,,,1.3899,0
1047,161130.SZ,20191030,20191028,1.4033,1.4033,,,,1.4033,0
1048,161130.SZ,20191029,20191025,1.3896,1.3896,,,,1.3896,0
1049,161130.SZ,20191026,20191024,1.3786,1.3786,,,,1.3786,0
1050,161130.SZ,20191025,20191023,1.3664,1.3664,,,,1.3664,0
1051,161130.SZ,20191024,20191022,1.3623,1.3623,,,,1.3623,0
1052,161130.SZ,20191023,20191021,1.3737,1.3737,,,,1.3737,0
1053,161130.SZ,20191022,20191018,1.362,1.362,,,,1.362,0
1054,161130.SZ,20191019,20191017,1.3762,1.3762,,,,1.3762,0
1055,161130.SZ,20191018,20191016,1.3719,1.3719,,,,1.3719,0
1056,161130.SZ,20191017,20191015,1.3749,1.3749,,,,1.3749,0
1057,161130.SZ,20191016,20191014,1.3586,1.3586,,,,1.3586,0
1058,161130.SZ,20191015,20191011,1.3591,1.3591,,,,1.3591,0
1059,161130.SZ,20191012,20191010,1.3422,1.3422,,,,1.3422,0
1060,161130.SZ,20191011,20191009,1.3339,1.3339,,,,1.3339,0
1061,161130.SZ,20191010,20191008,1.3197,1.3197,,,,1.3197,0
1062,161130.SZ,20191009,20190930,1.3439,1.3439,,,,1.3439,0
1063,161130.SZ,20191024,20190930,1.3439,1.3439,,109043992.67,109043992.67,1.3439,1
1064,161130.SZ,20191001,20190927,1.3327,1.3327,,,,1.3327,0
1065,161130.SZ,20190928,20190926,1.3476,1.3476,,,,1.3476,0
1066,161130.SZ,20190927,20190925,1.3528,1.3528,,,,1.3528,0
1067,161130.SZ,20190926,20190924,1.3381,1.3381,,,,1.3381,0
1068,161130.SZ,20190925,20190923,1.355,1.355,,,,1.355,0
1069,161130.SZ,20190924,20190920,1.3559,1.3559,,,,1.3559,0
1070,161130.SZ,20190921,20190919,1.3685,1.3685,,,,1.3685,0
1071,161130.SZ,20190920,20190918,1.3662,1.3662,,,,1.3662,0
1072,161130.SZ,20190919,20190917,1.3664,1.3664,,,,1.3664,0
1073,161130.SZ,20190918,20190916,1.3589,1.3589,,,,1.3589,0
1074,161130.SZ,20190917,20190912,1.3736,1.3736,,,,1.3736,0
1075,161130.SZ,20190913,20190911,1.3684,1.3684,,,,1.3684,0
1076,161130.SZ,20190912,20190910,1.3563,1.3563,,,,1.3563,0
1077,161130.SZ,20190911,20190909,1.3594,1.3594,,,,1.3594,0
1078,161130.SZ,20190910,20190906,1.363,1.363,,,,1.363,0
1079,161130.SZ,20190907,20190905,1.3647,1.3647,,,,1.3647,0
1080,161130.SZ,20190906,20190904,1.3415,1.3415,,,,1.3415,0
1081,161130.SZ,20190905,20190903,1.3235,1.3235,,,,1.3235,0
1082,161130.SZ,20190903,20190830,1.3369,1.3369,,,,1.3369,0
1083,161130.SZ,20190831,20190829,1.3385,1.3385,,,,1.3385,0
1084,161130.SZ,20190830,20190828,1.3191,1.3191,,,,1.3191,0
1085,161130.SZ,20190829,20190827,1.3148,1.3148,,,,1.3148,0
1086,161130.SZ,20190828,20190826,1.3119,1.3119,,,,1.3119,0
1087,161130.SZ,20190827,20190823,1.2938,1.2938,,,,1.2938,0
1088,161130.SZ,20190824,20190822,1.3325,1.3325,,,,1.3325,0
1089,161130.SZ,20190823,20190821,1.3357,1.3357,,,,1.3357,0
1090,161130.SZ,20190822,20190820,1.3247,1.3247,,,,1.3247,0
1091,161130.SZ,20190821,20190819,1.332,1.332,,,,1.332,0
1092,161130.SZ,20190820,20190816,1.3122,1.3122,,,,1.3122,0
1093,161130.SZ,20190817,20190815,1.2905,1.2905,,,,1.2905,0
1094,161130.SZ,20190816,20190814,1.2923,1.2923,,,,1.2923,0
1095,161130.SZ,20190815,20190813,1.3309,1.3309,,,,1.3309,0
1096,161130.SZ,20190814,20190812,1.3017,1.3017,,,,1.3017,0
1097,161130.SZ,20190813,20190809,1.3139,1.3139,,,,1.3139,0
1098,161130.SZ,20190810,20190808,1.3246,1.3246,,,,1.3246,0
1099,161130.SZ,20190809,20190807,1.2955,1.2955,,,,1.2955,0
1100,161130.SZ,20190808,20190806,1.2847,1.2847,,,,1.2847,0
1101,161130.SZ,20190807,20190805,1.259,1.259,,,,1.259,0
1102,161130.SZ,20190806,20190802,1.3009,1.3009,,,,1.3009,0
1103,161130.SZ,20190803,20190801,1.318,1.318,,,,1.318,0
1104,161130.SZ,20190802,20190731,1.324,1.324,,,,1.324,0
1105,161130.SZ,20190801,20190730,1.3411,1.3411,,,,1.3411,0
1106,161130.SZ,20190731,20190729,1.3462,1.3462,,,,1.3462,0
1107,161130.SZ,20190730,20190726,1.3505,1.3505,,,,1.3505,0
1108,161130.SZ,20190727,20190725,1.3352,1.3352,,,,1.3352,0
1109,161130.SZ,20190726,20190724,1.3505,1.3505,,,,1.3505,0
1110,161130.SZ,20190725,20190723,1.3409,1.3409,,,,1.3409,0
1111,161130.SZ,20190724,20190722,1.3321,1.3321,,,,1.3321,0
1112,161130.SZ,20190723,20190719,1.3186,1.3186,,,,1.3186,0
1113,161130.SZ,20190720,20190718,1.332,1.332,,,,1.332,0
1114,161130.SZ,20190719,20190717,1.3309,1.3309,,,,1.3309,0
1115,161130.SZ,20190718,20190716,1.3349,1.3349,,,,1.3349,0
1116,161130.SZ,20190717,20190715,1.3405,1.3405,,,,1.3405,0
1117,161130.SZ,20190716,20190712,1.3366,1.3366,,,,1.3366,0
1118,161130.SZ,20190713,20190711,1.3295,1.3295,,,,1.3295,0
1119,161130.SZ,20190712,20190710,1.3341,1.3341,,,,1.3341,0
1120,161130.SZ,20190711,20190709,1.3216,1.3216,,,,1.3216,0
1121,161130.SZ,20190710,20190708,1.3155,1.3155,,,,1.3155,0
1122,161130.SZ,20190709,20190705,1.321,1.321,,,,1.321,0
1123,161130.SZ,20190705,20190703,1.3226,1.3226,,,,1.3226,0
1124,161130.SZ,20190704,20190702,1.3107,1.3107,,,,1.3107,0
1125,161130.SZ,20190703,20190701,1.3093,1.3093,,,,1.3093,0
1126,161130.SZ,20190702,20190630,1.2943,1.2943,,101579649.96,101579649.96,1.2943,1
1127,161130.SZ,20190702,20190628,1.2953,1.2953,,101657354.97,101657354.97,1.2953,1
