index,0,1,2,3,benchmark,long_short
2018-11-23,,,,,,
2018-11-26,-0.00047331904087144494,-0.0007099785613070564,0.0,-0.0007099785613070564,-0.00040062524987414253,-0.0007099785613070564
2018-11-27,-0.0008491653159643509,-0.0012740496327026118,0.0,-0.0012740496327026118,0.0019017005241528937,-0.0012740496327026118
2018-11-28,0.008853575453481088,0.013289159491812086,0.0,0.013289159491812086,0.024127438155403146,0.013289159491812086
2018-11-29,-0.008640505723281677,0.0,-0.012984987476613918,-0.01298498747661403,-0.005391027207760713,0.012984987476613918
2018-11-30,0.007488130089777112,0.011166240052839616,0.0,0.011166240052839616,0.0019469330200182385,0.011166240052839616
2018-12-03,0.018395815356513134,0.0,0.027818727956403055,0.027818727956403055,0.04228923663118036,-0.027818727956403055
2018-12-04,0.001388833525153288,0.002072800743783132,0.0,0.002072800743783132,-0.005105951202315184,0.002072800743783132
2018-12-05,-0.0032065602136636118,0.0,-0.004806241191268601,-0.004806241191268712,-0.0029581006969175982,0.004806241191268601
2018-12-06,-0.014405642625005766,0.0,-0.02162700225377956,-0.02162700225377956,-0.02533982893467813,0.02162700225377956
2018-12-07,-2.2943654775287037e-05,-3.407012599954129e-05,0.0,-3.407012599954129e-05,-0.0029938490881997295,-3.407012599954129e-05
2018-12-10,-0.0076483862372378475,0.0,-0.011567107579710911,-0.011567107579710911,-0.008006075396697543,0.011567107579710911
2018-12-11,0.0031524856384208544,0.0,0.004786592668935663,0.004786592668935663,0.011953199682471416,-0.004786592668935663
2018-12-12,0.002253357137642187,0.0,0.003415832024132648,0.003415832024132648,-0.001319164932930428,-0.003415832024132648
2018-12-13,0.010224147500452752,0.0,0.015480684279853829,0.015480684279853829,0.011730933378724172,-0.015480684279853829
2018-12-14,-0.011226731940016887,-0.016703924884252985,0.0,-0.016703924884252874,-0.016984067276289816,-0.016703924884252985
2018-12-17,-0.0009952700645883272,-0.0014890817047313876,0.0,-0.0014890817047313876,-0.0010726174313591796,-0.0014890817047313876
2018-12-18,-0.006903052840841806,0.0,-0.010366359371637879,-0.01036635937163799,-0.008164350279000608,0.010366359371637879
2018-12-19,-0.007912108956349306,0.0,-0.011923246398788723,-0.011923246398788612,-0.009408702915254417,0.011923246398788723
2018-12-20,-0.005142993553435282,-0.007669892406503731,0.0,-0.007669892406503842,-0.005460313799093629,-0.007669892406503731
2018-12-21,-0.008290525904194213,-0.012395380621395113,0.0,-0.012395380621395113,-0.007640707521822697,-0.012395380621395113
2018-12-24,0.0019270654820351396,0.0,0.0029058606452490032,0.0029058606452490032,0.002854023496314428,-0.0029058606452490032
2018-12-25,-0.004570047911312103,0.0,-0.006884541202234362,-0.006884541202234473,-0.01102753741212733,0.006884541202234362
2018-12-26,-0.003346991626981599,0.0,-0.00505382079862271,-0.00505382079862271,0.005059377291288757,0.00505382079862271
2018-12-27,-0.002538582423110447,0.0,-0.00383973165915219,-0.00383973165915219,-0.007648229036844955,0.00383973165915219
2018-12-28,0.004497327758225644,0.006737288613093195,0.0,0.006737288613092973,0.004899513482191397,0.006737288613093195
2019-01-02,-0.009137157643376859,-0.013657599133955478,0.0,-0.013657599133955589,-0.005283333650388011,-0.013657599133955478
